drug_id,description,administrative_status,approved_for_hospital_use,reimbursement_rate,marketing_declaration_date,marketing_authorization_date,marketing_authorization_process,pharmaceutical_companies,price
5196_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20090101,Procédure décentralisée, TEVA SANTE,18.63
5197_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 gélule(s),Présentation active,oui,65%,20100101,20090101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,16.4
5198_train,1 flacon(s) polytéréphtalate (PET) avec fermeture de sécurité enfant de 460 ml avec seringue(s) pour administration orale avec adaptateur(s) pour flacon,Présentation active,oui,65%,20130101,20110101,Procédure centralisée, EISAI (ROYAUME-UNI),115.04
5199_train,"6 seringue(s) préremplie(s) en verre de 0,4 ml avec système de sécurité ""ERIS""",Présentation active,oui,65%,20060101,19870101,Procédure nationale, SANOFI AVENTIS FRANCE,39.04
5200_train,"2 seringue(s) préremplie(s) en verre de 0,5 ml avec injecteur(s) automatique(s)",Présentation active,oui,65%,20130101,20100101,Procédure décentralisée, SUN PHARMACEUTICAL INDUSTRIES EUROPE (PAYS BAS),35.83
5201_train,24 sachet(s)-dose(s) aluminium polyéthylène de 10 ml,Présentation active,oui,15%,19890101,19880101,Procédure nationale, RECKITT BENCKISER HEALTHCARE (UK) (ROYAUME-UNI),1.87
5202_train,plaquette(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20130101,Procédure décentralisée, PFIZER HOLDING FRANCE,52.22
5203_train,plaquette(s) thermoformée(s) PVC-aluminium de 16 comprimé(s),Présentation active,oui,65%,20120101,19980101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,1.08
5204_train,plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s),Présentation active,oui,65%,20060101,19900101,Procédure nationale, MEDA PHARMA (FRANCE),10.99
5205_train,4 poche(s) à 3 compartiments (BIOFINE) poly(propylène-co-éthylène) SEBS : styrène-éthylène-butylène-styrène SIS : styrène-isoprène-styrène suremballée(s)/surpochée(s) de 1477 ml,Présentation active,oui,65%,20090101,20080101,Procédure de reconnaissance mutuelle, FRESENIUS KABI FRANCE,128.98
5206_train,2 ampoule(s) en verre brun de 1 ml,Présentation active,oui,15%,19970101,19970101,Procédure nationale, PHARMY II,1.16
5207_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s),Présentation active,oui,65%,20130101,20120101,Procédure décentralisée, RANBAXY PHARMACIE GENERIQUES,6.36
5208_train,1 flacon(s) polytéréphtalate (PET) avec fermeture de sécurité enfant de 60 ml avec seringue(s) pour administration orale polypropylène,Présentation active,oui,65%,20130101,20090101,Procédure de reconnaissance mutuelle, IONFARMA (ESPAGNE),2.27
5209_train,plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,75.47
5210_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure décentralisée, DAIICHI SANKYO FRANCE,59.88
5211_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20070101,20060101,Procédure nationale, BIOGARAN,18.63
5212_train,tube(s) polypropylène de 14  comprimé(s),Présentation active,non,15%,20130101,20020101,Procédure nationale, MYLAN SAS,1.53
5213_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s),Présentation active,non,65%,20140101,20080101,Procédure nationale, BOUCHARA-RECORDATI,18.63
5214_train,1 flacon(s) en verre brun de 200 ml avec seringue pour administration orale polypropylène,Présentation active,oui,100%,19970101,19920101,Procédure de reconnaissance mutuelle, VIIV HEALTHCARE UK (ROYAUME-UNI),29.29
5215_train,3 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure centralisée, SANOFI CLIR,9.62
5216_train,film(s) thermosoudé(s) aluminium polyéthylène polypropylène de 10  suppositoire(s),Présentation active,oui,30%,19790101,19780101,Procédure nationale, NOVARTIS PHARMA,2.17
5217_train,1 flacon(s) en verre brun de 30 ml avec seringue(s) doseuse(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, SANDOZ,8.5
5218_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20130101,20110101,Procédure centralisée, KRKA (SLOVENIE),6.36
5219_train,plaquette(s) thermoformée(s) aluminium PVC de 28 comprimé(s),Présentation active,oui,65%,20080101,20080101,Procédure nationale, ARROW GENERIQUES,5.91
5220_train,3 plaquette(s) PVC fluoropolymère de 40 comprimé(s),Présentation active,oui,100%,20110101,20060101,Procédure centralisée, ABBVIE (ROYAUME-UNI),473.42
5221_train,film(s) thermosoudé(s) aluminium polyéthylène de 16  comprimé(s),Présentation active,oui,65%,20050101,20020101,Procédure nationale, SANDOZ,5.14
5222_train,film(s) thermosoudé(s) PVC PVDC aluminium de 10 comprimé(s),Présentation active,oui,65%,20090101,20070101,Procédure nationale, SANDOZ,6.13
5223_train,plaquette(s) polyamide aluminium PVC de 28 comprimé(s),Présentation active,non,65%,20140101,20140101,Procédure décentralisée, ABBOTT PRODUCTS,13.03
5224_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20010101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,18.63
5225_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20130101,20080101,Procédure centralisée, KRKA (SLOVENIE),6.36
5226_train,1 flacon(s) polyéthylène de 50  comprimé(s),Présentation active,oui,65%,19700101,19930101,Procédure nationale, ALKOPHARMA (LUXEMBOURG),3.41
5227_train,flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure centralisée, ORION CORPORATION,94.03
5228_train,plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s),Présentation active,oui,65%,20100101,19970101,Procédure de reconnaissance mutuelle, BIOGARAN,18.63
5229_train,plaquette(s) thermoformée(s) aluminium polyamide PVC de 28 comprimé(s),Présentation active,non,65%,20150101,20100101,Procédure décentralisée, MYLAN SAS,43.5
5230_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s),Présentation active,oui,65%,20130101,20120101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,26.72
5231_train,plaquette(s) thermoformée(s) aluminium de 270 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure nationale, ARROW GENERIQUES,21.73
5232_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,30%,20140101,20110101,Procédure nationale, TEVA SANTE,12.18
5233_train,plaquette(s) thermoformée(s) PVC-Aluminium de 16  comprimé(s),Présentation active,oui,65%,19850101,19830101,Procédure nationale, ROCHE,1.97
5234_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,100%,20140101,20090101,Procédure nationale, LABORATOIRES GERDA,46.73
5235_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20120101,20080101,Procédure nationale, QUALIMED (LYON),5.02
5236_train,1 poche(s) PVC plastifié de 100 ml avec embout(s) LA,Présentation active,non,65%,19990101,19970101,Procédure nationale, AGUETTANT,1.69
5237_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s),Présentation active,oui,65%,20090101,19900101,Procédure nationale, PFIZER HOLDING FRANCE,13.45
5238_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20090101,20050101,Procédure nationale, ARROW GENERIQUES,8.31
5239_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,non,65%,20150101,20140101,Procédure nationale, SANOFI AVENTIS FRANCE,8.14
5240_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,20110101,Procédure décentralisée, MYLAN SAS,6.36
5241_train,1 flacon(s) en verre de 10 ml,Présentation active,oui,65%,19990101,19980101,Procédure de reconnaissance mutuelle, BRACCO IMAGING FRANCE,41.23
5242_train,plaquette(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure décentralisée, KRKA (SLOVENIE),14.86
5243_train,plaquette(s) thermoformée(s) PVC-Aluminium de 12  comprimé(s),Présentation active,non,15%,20140101,20030101,Procédure nationale, ARROW GENERIQUES,2.48
5244_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure décentralisée, SANOFI AVENTIS FRANCE,6.36
5245_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, TEVA SANTE,5.27
5246_train,10 plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 1 comprimé(s),Présentation active,oui,65%,20150101,20150101,Procédure décentralisée, MYLAN SAS,4.49
5247_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 14  gélule(s),Présentation active,oui,65%,20040101,20030101,Procédure nationale, MUNDIPHARMA,2.5
5248_train,plaquette(s) thermoformée(s) PVC-Aluminium de 16  comprimé(s),Présentation active,oui,65%,20120101,20030101,Procédure nationale, SANDOZ,10.31
5249_train,1 poche(s) PVC suremballée/surpochée de 100 ml,Présentation active,oui,65%,20010101,19970101,Procédure nationale, CHAIX ET DU MARAIS,1.69
5250_train,plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 14 comprimé(s),Présentation active,oui,30%,20120101,20120101,Procédure décentralisée, SANOFI AVENTIS FRANCE,1.97
5251_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,19980101,19980101,Procédure nationale, SANOFI AVENTIS FRANCE,1.61
5252_train,plaquette(s) thermoformée(s) PVC PVDC aluminium polyéthylène de 30  comprimé(s),Présentation active,oui,65%,19900101,19870101,Procédure nationale, NOVARTIS PHARMA,1.88
5253_train,"1 seringue(s) préremplie(s) en verre de 0,5 ml",Présentation active,oui,100%,20010101,20000101,Procédure centralisée, MERCK SHARP & DOHME (GRANDE BRETAGNE),44.86
5254_train,30 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 1 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure centralisée, BOEHRINGER INGELHEIM INTERNATIONAL,21.53
5255_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,100%,20110101,20110101,Procédure décentralisée, RANBAXY PHARMACIE GENERIQUES,59.94
5256_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20130101,20070101,Procédure centralisée, SANOFI-AVENTIS GROUPE,6.36
5257_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20110101,Procédure décentralisée, ABDI FARMA (PORTUGAL),6.36
5258_train,plaquette(s) thermoformée(s) aluminium de 7 comprimé(s),Présentation active,non,65%,20140101,20080101,Procédure décentralisée, RATIOPHARM (ALLEMAGNE),1.88
5259_train,10 plaquette(s) thermoformée(s) aluminium de 6 gélule(s),Présentation active,oui,100%,20040101,20040101,Procédure centralisée, BRISTOL MYERS SQUIBB PHARMA (GRANDE BRETAGNE),452.12
5260_train,plaquette(s) thermoformée(s) PVC-Aluminium de 56 gélule(s),Présentation active,oui,65%,20150101,20110101,Procédure nationale, BIOGARAN,8.57
5261_train,"1 cartouche(s) en verre de 1,5 ml",Présentation active,oui,100%,20010101,20000101,Procédure de reconnaissance mutuelle, NOVO NORDISK,157.71
5262_train,plaquette(s) thermoformée(s) PVC-aluminium de 60 comprimé(s),Présentation active,non,65%,20140101,20000101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,8.92
5263_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s),Présentation active,non,65%,20130101,20090101,Procédure nationale, TEVA SANTE,9.66
5264_train,60 plaquette(s) thermoformée(s) aluminium PVC de 1 comprimé(s),Présentation active,non,65%,20140101,20110101,Procédure centralisée, ACTAVIS GROUP PTC (ISLANDE),34.35
5265_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20070101,Procédure nationale, CRISTERS,3.0
5266_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20070101,Procédure nationale, ARROW GENERIQUES,10.38
5267_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20090101,Procédure décentralisée, TEVA SANTE,6.36
5268_train,3 plaquette(s) thermoformée(s) PVC-aluminium PVDC de 21 comprimé(s),Présentation active,oui,65%,20020101,20010101,Procédure nationale, PIERRE FABRE MEDICAMENT,3.79
5269_train,2 plaquette(s) thermoformée(s) PVC-aluminium de 10  comprimé(s),Présentation active,oui,65%,19490101,19980101,Procédure nationale, SANOFI AVENTIS FRANCE,1.97
5270_train,"plaquette(s) thermoformée(s) de 12  comprimé(s) bleus, 10  comprimé(s) blancs et 6  comprimé(s) rouges",Présentation active,oui,65%,19850101,19820101,Procédure nationale, NOVO NORDISK,6.68
5271_train,plaquette(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20140101,20120101,Procédure nationale, ZYDUS FRANCE,16.93
5272_train,1 flacon(s) en verre de 10 ml,Présentation active,oui,65%,20000101,19920101,Procédure de reconnaissance mutuelle, LILLY FRANCE,18.99
5273_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure nationale, EVOLUPHARM,8.14
5274_train,plaquette(s) thermoformée(s) PVDC PVC aluminium de 28 comprimé(s),Présentation active,oui,15%,20140101,20130101,Procédure nationale, BIOGARAN,30.21
5275_train,plaquette(s) thermoformée(s) aluminium de 90 gélule(s),Présentation active,non,65%,20130101,20100101,Procédure nationale, TEVA SANTE,18.63
5276_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 112 comprimé(s),Présentation active,non,65%,20130101,20090101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,102.8
5277_train,30 plaquette(s) thermoformée(s) aluminium de 1 comprimé(s) pré-découpées unidoses.,Présentation active,oui,65%,20100101,20090101,Procédure centralisée, ASTRAZENECA AB,41.23
5278_train,30 sachet(s) papier aluminium polyéthylène de 1  dispositif(s),Présentation active,non,65%,20140101,19870101,Procédure nationale, UCB PHARMA,13.24
5279_train,1 flacon(s) en verre de 62 mg,Présentation active,oui,100%,19930101,19900101,Procédure nationale, PFIZER HOLDING FRANCE,23.86
5280_train,plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure nationale, KRKA (SLOVENIE),8.13
5281_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 2 comprimé(s),Présentation active,oui,65%,20080101,20070101,Procédure nationale, ZYDUS FRANCE,7.78
5282_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 12 gélule(s),Présentation active,oui,65%,19990101,19980101,Procédure nationale, LABORATOIRE SFDB,4.46
5283_train,1 pilulier(s) polypropylène de 30 comprimé(s),Présentation active,oui,65%,20150101,20140101,Autorisation d'importation parallèle, MEDIWIN,16.93
5284_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10  gélule(s),Présentation active,oui,30%,20020101,20020101,Procédure centralisée, ROCHE REGISTRATION,23.12
5285_train,1 flacon(s) de 90 ml avec gobelet(s) doseur(s),Présentation active,non,15%,20150101,20090101,Procédure nationale, TEVA SANTE,1.46
5286_train,1 tube(s) aluminium verni de 40 g,Présentation active,oui,65%,20080101,19970101,Procédure nationale, MEDA PHARMA (FRANCE),48.17
5287_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20050101,20040101,Procédure nationale, MYLAN SAS,1.71
5288_train,56 plaquette(s) thermoformée(s) PVC PVDC aluminium de 1 comprimé(s),Présentation active,non,65%,20150101,20150101,Procédure centralisée, GENERICS,5.64
5289_train,plaquette(s) thermoformée(s) polypropylène aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,19940101,Procédure nationale, SANDOZ,14.21
5290_train,plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, BIOGARAN,9.66
5291_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 14 comprimé(s),Présentation active,oui,15%,20020101,19990101,Procédure nationale, BIOGARAN,7.47
5292_train,tube(s) polypropylène de 30 comprimé(s),Présentation active,oui,65%,20070101,19980101,Procédure nationale, TEVA SANTE,1.71
5293_train,1 flacon(s) en verre de 1 ml,Présentation active,oui,100%,19840101,19970101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,11.89
5294_train,plaquette(s) formée(s) à froid aluminium de 14 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure nationale, ZYDUS FRANCE,3.49
5295_train,flacon(s) polyéthylène haute densité (PEHD) de 14 comprimé(s) avec fermeture de sécurité enfant,Présentation active,oui,65%,20070101,20060101,Procédure de reconnaissance mutuelle, ROCHE,55.34
